"Fecha","Persona","Comercio","Grupo","Descripcion","Monto"
"2025-08-09 11:39","Casa","Pali","Harinas","Masa","1210"
"2025-08-09 11:39","Casa","Pali","Lacteos","Crema Dulce","2540"
"2025-08-09 11:39","Casa","Pali","Lacteos","Leche","690"
"2025-08-09 11:39","Casa","Pali","Lacteos","Queso Mozarella","1280"
"2025-08-09 11:39","Casa","Pali","Limpieza","Bolsas","1680"
"2025-08-09 11:39","Casa","Pali","Vegetales","Camote","2484"
"2025-08-09 11:39","Casa","Pali","Vegetales","Chile Dulce","600"
"2025-08-09 11:39","Casa","Pali","Vegetales","Limones","480"
"2025-08-09 11:39","Casa","Pali","Vegetales","Papas","1159"
"2025-08-09 11:39","Casa","Pali","Vegetales","Vainicas","630"
"2025-08-09 11:39","Casa","Pali","Vegetales","Zanahoria","350"
"2025-08-11 11:24","Casa","Pali","Bebidas","Jugo Naranja","1750"
"2025-08-11 11:24","Casa","Pali","Bebidas","Tropical","1100"
"2025-08-13 17:13","Casa","Bazar Magy","Limpieza","Controlador Olores","2600"
"2025-08-13 19:32","Casa","Pali","Bebidas","Bamboo","1220"
"2025-08-13 19:32","Casa","Pali","Bebidas","Gingerale","1960"
"2025-08-13 19:32","Casa","Pali","Carnes","Muslitos Pollo","1050"
"2025-08-13 19:32","Casa","Pali","Carnes","Tilapia","2200"
"2025-08-13 19:32","Casa","Pali","Limpieza","Bolsas","720"
"2025-08-16 14:03","Andres","Pali","Personal","Jabon Cuerpo","3060"
"2025-08-16 14:03","Casa","Pali","Carnes","Huevos","1515"
"2025-08-16 14:03","Casa","Pali","Lacteos","Mantequilla","1200"
"2025-08-16 14:03","Casa","Pali","Limpieza","Jabon Lavaplatos","1000"
"2025-08-16 14:03","Casa","Pali","Limpieza","Papel Higienico","2500"
"2025-08-16 14:03","Casa","Pali","Limpieza","Papel Higienico","3320"
"2025-08-18 17:20","Casa","Pali","Carnes","Carne Desmechar","4488"
"2025-08-18 17:20","Casa","Pali","Carnes","Pechuga Pollo","3053"
"2025-08-18 17:20","Casa","Pali","Carnes","Salchichas","1240"
"2025-08-18 17:20","Casa","Pali","Enlatados","Leche Condensada","1960"
"2025-08-18 17:20","Casa","Pali","Harinas","Tortilla Trigo","2070"
"2025-08-18 17:20","Casa","Pali","Lacteos","Leche","690"
"2025-08-18 17:20","Casa","Pali","Lacteos","Queso Fresco","2000"
"2025-08-18 17:20","Casa","Pali","Limpieza","Baygon Liquido","3000"
"2025-08-18 17:20","Casa","Pali","Vegetales","Apio","417"
"2025-08-18 17:20","Casa","Pali","Vegetales","Tomate","1327"
"2025-08-20 19:29","Casa","Pali","Carnes","Tacos","2800"
"2025-08-20 19:29","Casa","Pali","Harinas","Pan","1250"
"2025-08-20 19:29","Casa","Pali","Salsas","Lizano","2140"
"2025-08-20 19:29","Casa","Pali","Vegetales","Repollo","515"
"2025-08-22 19:58","Casa","Pali","Bebidas","Bamboo","1220"
"2025-08-22 19:58","Casa","Pali","Carnes","Carne Molida","3600"
"2025-08-22 19:58","Casa","Pali","Carnes","Huevos","2981"
"2025-08-22 19:58","Casa","Pali","Harinas","Pan","2030"
"2025-08-22 19:58","Casa","Pali","Harinas","Panqueques","840"
"2025-08-22 19:58","Casa","Pali","Lacteos","Leche","690"
"2025-08-23 19:35","Casa","Pali","Bebidas","Imperial","4700"
"2025-08-23 19:35","Casa","Pali","Carnes","Tacos","2970"
"2025-08-25 12:25","Casa","Pali","Bebidas","Cafe Volio","8400"
"2025-08-25 12:25","Casa","Pali","Bebidas","Jugo Naranja","1670"
"2025-08-25 12:25","Casa","Pali","Bebidas","Smirnoff","2000"
"2025-08-25 12:25","Casa","Pali","Dulces","Helados","3500"
"2025-08-25 12:25","Casa","Pali","Enlatados","Atun Aceite","4000"
"2025-08-25 12:25","Casa","Pali","Granos","Frijoles Molidos","1000"
"2025-08-25 12:25","Casa","Pali","Harinas","Galletas Dulces","870"
"2025-08-25 12:25","Casa","Pali","Harinas","Galletas Dulces","980"
"2025-08-25 12:25","Casa","Pali","Harinas","Galletas Dulces","1370"
"2025-08-25 12:25","Casa","Pali","Harinas","Galletas Sodas","1270"
"2025-08-25 12:25","Casa","Pali","Harinas","Galletas Sodas","1200"
"2025-08-25 12:25","Casa","Pali","Lacteos","Queso Fresco","2000"
"2025-08-25 12:25","Casa","Pali","Lacteos","Queso Mozarella","1520"
"2025-08-25 12:25","Casa","Pali","Lacteos","Yogurt","2800"
"2025-08-26 11:10","Casa","Pali","Carnes","Huevos","2924"
"2025-08-26 11:10","Casa","Pali","Vegetales","Chile Dulce","800"
"2025-08-26 11:10","Casa","Pali","Vegetales","Culantro","170"
"2025-08-26 11:10","Casa","Pali","Vegetales","Papas Congeladas","960"
"2025-08-26 12:36","Casa","Bazar Magy","Limpieza","Cloro","2400"
"2025-08-29 15:44","Casa","Pali","Carnes","Salchichas","1800"
"2025-08-29 15:44","Casa","Pali","Lacteos","Leche","690"
"2025-08-29 15:49","Casa","Pali","Enlatados","Leche Condensada","2400"
"2025-08-29 15:49","Casa","Pali","Vegetales","Apio","842"
"2025-08-29 15:49","Casa","Pali","Vegetales","Culantro","160"
"2025-08-29 15:49","Casa","Pali","Vegetales","Pina","1740"
"2025-08-29 15:49","Casa","Pali","Vegetales","Tomate","1690"
"2025-08-30 19:01","Casa","Pali","Carnes","Huevos","3410"
"2025-08-30 19:01","Casa","Pali","Lacteos","Queso Mozarella","1570"
"2025-09-01 11:30","Andres","Maxi","Personal","Cepillos dientes","540"
"2025-09-01 11:30","Andres","Maxi","Personal","Enjuage Bucal","3780"
"2025-09-01 11:30","Andres","Maxi","Personal","Jabon Cuerpo","1325"
"2025-09-01 11:30","Mari","Maxi","Personal","Acondicionador","3530"
"2025-09-01 11:30","Mari","Maxi","Personal","Jabon Neutro","4700"
"2025-09-01 11:30","Mari","Maxi","Personal","Pasta Dientes","3080"
"2025-09-01 11:30","Mari","Maxi","Personal","Toallas Humedas","4500"
"2025-09-01 11:30","Casa","Maxi","Bebidas","Cafe Volio","4460"
"2025-09-01 11:30","Casa","Maxi","Bebidas","Gingerale","2610"
"2025-09-01 11:30","Casa","Maxi","Bebidas","Te","1210"
"2025-09-01 11:30","Casa","Maxi","Carnes","Chorizo Precocido","1500"
"2025-09-01 11:30","Casa","Maxi","Carnes","Chorizo Precocido","2800"
"2025-09-01 11:30","Casa","Maxi","Carnes","Muslitos Pollo","3520"
"2025-09-01 11:30","Casa","Maxi","Carnes","Pechuga Pollo","3520"
"2025-09-01 11:30","Casa","Maxi","Carnes","Tocineta","3600"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Atun Aceite","5940"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Hongos","1380"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Maiz Dulce","1020"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Pasta Tomate","1590"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Pasta Tomate","1820"
"2025-09-01 11:30","Casa","Maxi","Enlatados","Petit Pois","1260"
"2025-09-01 11:30","Casa","Maxi","Granos","Arroz","7040"
"2025-09-01 11:30","Casa","Maxi","Granos","Azucar","1820"
"2025-09-01 11:30","Casa","Maxi","Granos","Frijoles Rojos","2700"
"2025-09-01 11:30","Casa","Maxi","Harinas","Caracolitos","670"
"2025-09-01 11:30","Casa","Maxi","Harinas","Galletas Dulces","1190"
"2025-09-01 11:30","Casa","Maxi","Harinas","Galletas Dulces","950"
"2025-09-01 11:30","Casa","Maxi","Harinas","Galletas Dulces","1100"
"2025-09-01 11:30","Casa","Maxi","Harinas","Pasta Lengua","1000"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Crema Dulce","2780"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Mantequilla","1330"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Natilla","2480"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Queso Crema","1390"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Queso Fresco","3230"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Queso Mozarella","1640"
"2025-09-01 11:30","Casa","Maxi","Lacteos","Yogurt","2680"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Alcohol","4820"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Baygon","1320"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Desengrasante","2970"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Detergente","6000"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Esponjas Cocina","1230"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Espumil","1680"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Azul","3210"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Lavaplatos","1000"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Liquido","1400"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Liquido","800"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Ropa","6350"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Jabon Ropa","2640"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Suavizante","2150"
"2025-09-01 11:30","Casa","Maxi","Limpieza","Vanish","1000"
"2025-09-01 11:30","Casa","Maxi","Salsas","Naturas","4000"
"2025-09-01 11:30","Casa","Maxi","Vegetales","Arandanos","3100"
"2025-09-03 16:30","Andres","Pali","Personal","Desodorante","5260"
"2025-09-03 16:30","Casa","Pali","Bebidas","Gingerale","1600"
"2025-09-03 16:30","Casa","Pali","Bebidas","Jugo Naranja","1670"
"2025-09-03 16:30","Casa","Pali","Bebidas","Te","1440"
"2025-09-03 16:30","Casa","Pali","Harinas","Harina","860"
"2025-09-03 16:30","Casa","Pali","Lacteos","Leche","1380"
"2025-09-03 16:30","Casa","Pali","Limpieza","Papel Higienico","6960"
"2025-09-03 16:30","Casa","Pali","Vegetales","Papas","1830"
"2025-09-05 17:59","Casa","Pali","Bebidas","Smirnoff","2200"
"2025-09-05 17:59","Casa","Pali","Carnes","Huevos","2960"
"2025-09-10 10:59","Casa","Pali","Bebidas","Cafe Volio","9800"
"2025-09-10 10:59","Casa","Pali","Carnes","Bistec","3075"
"2025-09-10 10:59","Casa","Pali","Carnes","Carne Molida","3700"
"2025-09-10 10:59","Casa","Pali","Vegetales","Ajo","480"
"2025-09-10 10:59","Casa","Pali","Vegetales","Ayote","2156"
"2025-09-10 10:59","Casa","Pali","Vegetales","Limones","480"
"2025-09-10 10:59","Casa","Pali","Vegetales","Papas","805"
"2025-09-10 10:59","Casa","Pali","Vegetales","Tiquisque","1501"
"2025-09-10 10:59","Casa","Pali","Vegetales","Zanahoria","350"
"2025-09-16 11:07","Casa","Bazar Magy","Limpieza","Controlador Olores","2600"
"2025-09-16 11:07","Casa","Bazar Magy","Limpieza","Desinfectante","1200"
"2025-09-16 19:39","Casa","Pali","Bebidas","Cafe Presto","1810"
"2025-09-16 19:39","Casa","Pali","Carnes","Salchichas","1150"
"2025-09-16 19:39","Casa","Pali","Harinas","Tortilla Trigo","1380"
"2025-09-16 19:39","Casa","Pali","Harinas","Tortillas Maiz","830"
"2025-09-16 19:39","Casa","Pali","Lacteos","Natilla","2640"
"2025-09-16 19:39","Casa","Pali","Lacteos","Queso Crema","2000"
"2025-09-16 19:39","Casa","Pali","Limpieza","Baygon Liquido","3630"
"2025-09-16 19:39","Casa","Pali","Limpieza","Papel Higienico","2150"
"2025-09-16 19:39","Casa","Pali","Vegetales","Guayaba","710"
"2025-09-16 19:39","Casa","Pali","Vegetales","Papas Congeladas","2530"
"2025-09-16 19:39","Casa","Pali","Vegetales","Papaya","281"
"2025-09-16 19:39","Casa","Pali","Vegetales","Sandia","1014"
"2025-09-17 09:36","Casa","Pali","Carnes","Huevos","1437"
"2025-09-17 17:10","Casa","Pali","Carnes","Pechuga Pollo","3162"
"2025-09-17 17:10","Casa","Pali","Vegetales","Culantro","150"
"2025-09-17 17:10","Casa","Pali","Vegetales","Lechuga","180"
"2025-09-22 18:31","Casa","Pali","Bebidas","Te","600"
"2025-09-22 18:31","Casa","Pali","Carnes","Huevos","1430"
"2025-09-22 18:31","Casa","Pali","Harinas","Tortillas Maiz","830"
"2025-09-22 18:31","Casa","Pali","Lacteos","Leche","670"
"2025-09-22 18:31","Casa","Pali","Lacteos","Queso Fresco","1670"
"2025-09-24 19:25","Casa","Pali","Bebidas","Jugo Naranja","1670"
"2025-09-24 19:25","Casa","Pali","Lacteos","Mantequilla","1330"
"2025-09-24 19:25","Casa","Pali","Salsas","Ketchup","870"
"2025-09-24 19:25","Casa","Pali","Salsas","Lizano","2140"
"2025-09-24 19:25","Casa","Pali","Salsas","Mayonesa","1740"
"2025-09-24 19:25","Casa","Pali","Salsas","Rosada","1150"
"2025-09-24 19:25","Casa","Pali","Vegetales","Coliflor","1250"
"2025-09-24 19:25","Casa","Pali","Vegetales","Limones","460"
"2025-09-24 19:25","Casa","Pali","Vegetales","Manga","2669"
"2025-09-24 19:25","Casa","Pali","Vegetales","Manzana","800"
"2025-09-24 19:25","Casa","Pali","Vegetales","Sandia","1193"
"2025-09-26 17:46","Casa","Pali","Bebidas","Imperial","4700"
"2025-09-26 17:46","Casa","Pali","Bebidas","Smirnoff","1160"
"2025-09-26 17:46","Casa","Pali","Lacteos","Queso Rayado","1500"
"2025-09-26 17:46","Casa","Pali","Vegetales","Limones","440"
"2025-09-28 14:41","Casa","Pali","Bebidas","Cafe Volio","4750"
"2025-09-28 14:41","Casa","Pali","Carnes","Huevos","6086"
"2025-09-28 14:41","Casa","Pali","Carnes","Sopa","2533"
"2025-09-28 14:41","Casa","Pali","Granos","Arroz","1100"
"2025-09-28 14:41","Casa","Pali","Harinas","Galletas Bokitas","2070"
"2025-09-28 14:41","Casa","Pali","Harinas","Galletas Soda","1520"
"2025-09-28 14:41","Casa","Pali","Harinas","Harina","860"
"2025-09-28 14:41","Casa","Pali","Harinas","Masa","1210"
"2025-09-28 14:41","Casa","Pali","Harinas","Tortillas Maiz","830"
"2025-09-28 14:41","Casa","Pali","Lacteos","Crema Dulce","2400"
"2025-09-28 14:41","Casa","Pali","Lacteos","Leche","670"
"2025-09-28 14:41","Casa","Pali","Lacteos","Leche Evaporada","1020"
"2025-09-28 14:41","Casa","Pali","Lacteos","Natilla","2440"
"2025-09-28 14:41","Casa","Pali","Lacteos","Queso Fresco","3580"
"2025-09-28 14:41","Casa","Pali","Lacteos","Queso Rayado","3000"
"2025-09-28 14:41","Casa","Pali","Limpieza","Papel Higienico","3440"
"2025-09-28 14:41","Casa","Pali","Limpieza","Servilletas","560"
"2025-09-28 14:41","Casa","Pali","Limpieza","Toallas Cocina","880"
"2025-09-28 14:41","Casa","Pali","Vegetales","Chile Dulce","390"
"2025-09-28 14:41","Casa","Pali","Vegetales","Culantro","190"
"2025-09-28 14:41","Casa","Pali","Vegetales","Elote","490"
"2025-10-02 15:42","Casa","Pali","Harinas","Cereales","1000"
"2025-10-02 15:42","Casa","Pali","Harinas","Galletas Dulces","1430"
"2025-10-02 15:42","Casa","Pali","Harinas","Galletas Dulces","1310"
"2025-10-02 15:42","Casa","Pali","Lacteos","Leche","670"
"2025-10-04 09:36","Andres","Pali","Personal","Jabon Neutro","2400"
"2025-10-04 09:36","Mari","Pali","Personal","Toallas Humedas","1090"
"2025-10-04 09:36","Casa","Pali","Bebidas","Jugo Naranja","1670"
"2025-10-04 09:36","Casa","Pali","Carnes","Pechuga Pollo","3867"
"2025-10-04 09:36","Casa","Pali","Carnes","Salchichas","1280"
"2025-10-04 09:36","Casa","Pali","Carnes","Tilapia","2180"
"2025-10-04 09:36","Casa","Pali","Carnes","Tortas Pollo","3100"
"2025-10-04 09:36","Casa","Pali","Harinas","Vitamaiz","1870"
"2025-10-04 09:36","Casa","Pali","Lacteos","Leche","1340"
"2025-10-04 09:36","Casa","Pali","Lacteos","Queso Fresco","3340"
"2025-10-04 09:36","Casa","Pali","Limpieza","Desengrasante","1980"
"2025-10-04 09:36","Casa","Pali","Limpieza","Esponjas Cocina","370"
"2025-10-04 09:36","Casa","Pali","Limpieza","Jabon Lavaplatos","2000"
"2025-10-04 09:36","Casa","Pali","Limpieza","Papel Higienico","3440"
"2025-10-04 09:36","Casa","Pali","Vegetales","Papa","1063"
"2025-10-04 09:36","Casa","Pali","Vegetales","Tomate","780"
"2025-10-06 10:45","Casa","Pali","Lacteos","Margarina","710"
"2025-10-06 10:45","Casa","Pali","Granos","Azucar","1200"
"2025-10-06 10:45","Casa","Pali","Lacteos","Queso Fresco","2000"
"2025-10-06 10:45","Casa","Pali","Carnes","Palitos Pollo","1150"
"2025-10-06 10:45","Casa","Pali","Vegetales","Manga","2537"
"2025-10-06 10:45","Casa","Pali","Lacteos","Margarina","710"
"2025-10-06 10:45","Casa","Pali","Lacteos","Margarina","710"
"2025-10-06 10:45","Casa","Pali","Lacteos","Leche Condensada","2000"
"2025-10-11 10:07","Casa","Pali","Carnes","Chorizo Pollo","1715"
"2025-10-11 10:07","Casa","Pali","Harinas","Galletas","1830"
"2025-10-11 10:07","Casa","Pali","Vegetales","Ajo","460"
"2025-10-11 10:07","Casa","Pali","Carnes","Huevos","1576"
"2025-10-11 10:07","Casa","Pali","Limpieza","Toallas Cocina","880"
"2025-10-12 10:57","Casa","Bazar Magy","Limpieza","Cloro","2400"
"2025-10-12 10:57","Casa","Bazar Magy","Limpieza","Desinfectante","2400"
"2025-10-12 10:57","Casa","Bazar Magy","Limpieza","Controlador Olores","2500"
"2025-10-12 15:21","Casa","Pali","Harinas","Empanaditas","2050"
"2025-10-12 15:21","Casa","Pali","Dulces","Helados","3500"
"2025-10-12 15:21","Casa","Pali","Limpieza","Desinfectante","1300"
"2025-10-12 15:21","Casa","Pali","Harinas","Galletas","5900"
"2025-10-12 15:21","Casa","Pali","Harinas","Tortilla Maiz","830"
"2025-10-12 15:21","Casa","Pali","Harinas","Tortilla Trigo","1840"
"2025-10-12 15:21","Casa","Pali","Enlatados","Atun Agua","4020"
"2025-10-12 15:21","Casa","Pali","Enlatados","Atun Vegetales","1640"
"2025-10-15 09:47","Casa","Bazar Magy","Limpieza","Desinfectante","3000"
"2025-10-15 09:47","Casa","Bazar Magy","Limpieza","Cloro","2000"
"2025-10-17 12:45","Casa","Pali","Limpieza","Servilletas","260"
"2025-10-17 12:45","Casa","Pali","Harinas","Pan Salchichas","1360"
"2025-10-17 12:45","Casa","Pali","Carnes","Carne Molida","1790"
"2025-10-17 12:45","Casa","Pali","Carnes","Carnes Mechar","3403"
"2025-10-17 12:45","Casa","Pali","Lacteos","Leche","690"
"2025-10-17 12:45","Casa","Pali","Lacteos","Queso Fresco","2000"
"2025-10-17 12:45","Casa","Pali","Lacteos","Queso Amarillo","1530"
"2025-10-17 12:45","Casa","Pali","Carnes","Salchichas","1230"
"2025-10-17 12:45","Casa","Pali","Granos","Arroz","1600"
